Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_00375,2023-01-15,21:17:47,January,2023,Sunday,Phishing,Urgency Tactics,Critical,Streaming Account,alert@netflix-billing.net,Action required: Unusual login detected,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$700,000",Fraud/Spam
FRAUD_04115,2023-01-15,17:34:49,January,2023,Sunday,Investment Scam,Ponzi Scheme,Critical,Young Professionals,profit@ponzi-returns.biz,Earn 50% monthly returns on crypto,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 310,000",Fraud/Spam
FRAUD_00282,2023-01-15,09:30:18,January,2023,Sunday,Phishing,Urgency Tactics,Critical,Shopping Account,security@amazon-verify.net,Amazon: Suspicious order placed on your account,"Your PayPal account has been limited due to unusual activity detected on 2023-01-15. To restore full access to your account, please verify your information at: http://paypa1-secure-account.com. You will need to provide your full name, date of birth, billing address, and credit card details. Failure to verify within 48 hours will result in permanent account suspension.","$900,000",Fraud/Spam
FRAUD_04817,2023-01-16,21:39:34,January,2023,Monday,Investment Scam,Fake SEBI Registration,High,Young Professionals,returns@mutual-fund-expert.biz,Gold investment scheme: 35% returns annually,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2023-01-16: trade@real-estate-quick.net","Rs. 500,000",Fraud/Spam
FRAUD_03076,2023-01-16,23:28:29,January,2023,Monday,Bank Fraud,KYC Fraud,High,Senior Citizens,security@yes-bank-verify.biz,ICICI Bank: Large transaction alert on your account,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-01-16 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 460,000",Fraud/Spam
FRAUD_03108,2023-01-16,21:23:08,January,2023,Monday,Bank Fraud,Card Blocking Threat,High,Bank Account Holders,noreply@hdfc-account-verify.biz,Kotak Bank: Verify your account immediately,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-01-16 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 500,000",Fraud/Spam
FRAUD_02976,2023-01-16,00:35:02,January,2023,Monday,Job Offer Scam,Too Good To Be True Salary,High,Students,hr@part-time-earning.com,"Online typing jobs: Earn Rs. 30,000/month","ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 20,000",Fraud/Spam
FRAUD_01073,2023-01-16,10:54:53,January,2023,Monday,Lottery Fraud,Brand Impersonation,High,Senior Citizens,winner@amazon-lucky-draw.biz,Your email won our international lottery,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2023-01-16. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$300,000",Fraud/Spam
FRAUD_02610,2023-01-16,02:52:43,January,2023,Monday,Job Offer Scam,Advance Fee,High,Housewives,careers@youtube-like-jobs.net,"Work from home and earn Rs. 50,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 30,000",Fraud/Spam
FRAUD_04042,2023-01-17,06:08:46,January,2023,Tuesday,Investment Scam,Advance Fee,High,Retired Persons,returns@mutual-fund-expert.biz,SEBI approved fund: 45% guaranteed returns,"SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 150,000",Fraud/Spam
FRAUD_04841,2023-01-17,20:07:35,January,2023,Tuesday,Investment Scam,Advance Fee,High,Young Professionals,profit@ponzi-returns.biz,"Insider stock tips: Rs. 10,000 becomes Rs. 1,00,000","SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 380,000",Fraud/Spam
FRAUD_01467,2023-01-17,03:35:31,January,2023,Tuesday,Lottery Fraud,Advance Fee,High,General Public,claims@uk-national-lottery.biz,Your email won our international lottery,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$150,000",Fraud/Spam
FRAUD_04863,2023-01-17,15:49:10,January,2023,Tuesday,Investment Scam,Fake SEBI Registration,High,Middle Class,invest@bitcoin-guaranteed.net,Real estate scheme: 200% profit in 6 months,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 460,000",Fraud/Spam
FRAUD_02340,2023-01-17,12:44:22,January,2023,Tuesday,Job Offer Scam,Brand Impersonation,Medium,Working Professionals,hiring@google-remote-jobs.net,Amazon is hiring work-from-home employees,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 10,000",Fraud/Spam
FRAUD_00599,2023-01-17,10:53:11,January,2023,Tuesday,Phishing,Credential Harvesting,High,Wallet,support@axisbank-alert.net,Your account will be closed in 24 hours,"SECURITY ALERT: We noticed a sign-in to your Google Account from a new device on 2023-01-17. Location: Unknown. If this was not you, someone may have your password. Immediately secure your account at: http://google-accounts-verify.biz. Enter your email and password to confirm your identity and reset your security settings.","$300,000",Fraud/Spam
FRAUD_04613,2023-01-18,23:03:07,January,2023,Wednesday,Investment Scam,Fake SEBI Registration,High,Retired Persons,profit@stock-tips-guaranteed.net,Double your money in 30 days - Guaranteed!,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 300,000",Fraud/Spam
FRAUD_00718,2023-01-18,18:18:16,January,2023,Wednesday,Phishing,Fake Login Page,High,Shopping Account,support@axisbank-alert.net,Paytm: Your wallet is temporarily blocked,"ICICI Bank Alert: An unusual transaction of Rs. 28,500 was attempted on your account on 2023-01-18. If this was not authorized by you, please immediately secure your account at: http://icici-secure-banking.net. Enter your Customer ID, password and debit card details to block this transaction and protect your account.","$550,000",Fraud/Spam
FRAUD_03215,2023-01-18,00:19:15,January,2023,Wednesday,Bank Fraud,Fake Transaction Alert,High,Rural Customers,alerts@kotak-verify.biz,SBI Alert: Suspicious transaction detected,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2023-01-18. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 140,000",Fraud/Spam
FRAUD_01390,2023-01-18,01:15:09,January,2023,Wednesday,Lottery Fraud,Prize Notification,Medium,Working Professionals,winner@coca-cola-promo.net,"Claim your prize of £500,000 now","COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$400,000",Fraud/Spam
FRAUD_02484,2023-01-18,22:01:10,January,2023,Wednesday,Job Offer Scam,Advance Fee,Medium,Housewives,hr@part-time-earning.com,Amazon is hiring work-from-home employees,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 270,000",Fraud/Spam
